non_toxicity_cats,family,scientific_name,non_toxicity,non_toxicity_dogs,toxicity_horses,toxicity_cats,clinical_signs,additional_common_names,toxic_principles,non_toxicity_horses,url,name,image_url,toxicity,toxicity_dogs
TRUE, Rosaceae, Crataegus douglasii," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Weisdornbluten, Blackthorn, Black Hawthorn, Thorn Plum, Pirliteiro, Red Hawthorn, May Bush, Oxyacantha, Haw Apple, Black Haw, Aubepine",null,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thorn-apple,Thorn Apple,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH,null,FALSE
TRUE, Liliaceae, Smilax glabra," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," China Root, Ti-hu-ling, Shiny Leaf Smilax, Cat Brier, Kuang-yen-pa-hsieh", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ti-hu-ling,Ti hu-ling,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Agavaceae, Cordyline terminalis,null,FALSE,FALSE,TRUE," Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"," Baby Doll Ti Plant, Hawaiian Ti Plant", Saponins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ti-plant,Ti-Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/baby-doll-ti-plant-r.jpg?itok=Il2S0xKa," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Compositae, Coreopsis californica," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , coreopsis, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tickseed,Tickseed,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Liliaceae, Lilium tigrinum," Non-Toxic to Dogs, Non-Toxic to Horses",TRUE,FALSE,TRUE," Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.",null, Unknown,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tiger-lily,Tiger Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tiger-lily-r.jpg?itok=0nICrI_W, Toxic to Cats,FALSE
TRUE, Orchidaceae, Haemaria discolor," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null," Golden Lace Orchid, Jewel Orchid", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tiger-orchid,Tiger Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/golden-lace-orchid-r.jpg?itok=qNFGmxYH,null,FALSE
TRUE, , Stapelia variegata," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/toad-spotted-cactus,Toad Spotted Cactus,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Solanaceae, Nicotiana glauca,null,FALSE,TRUE,TRUE," Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible."," Tree Tobacco, Nicotiana, Mustard Tree", Nicotine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tobacco,Tobacco,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tobacco-plant-1-r.jpg?itok=kemdJWK8," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Solanaceae, Lycopersicon spp,null,FALSE,TRUE,TRUE," Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate.",null, Solanine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tomato-plant,Tomato Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tomato-plant-r.jpg?itok=O49KxR61," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Asphodelaceae, Kniphofia," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," red hot poker, poker plant", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/torch-lily,Torch Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Cannaceae, Canna edulis," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Achira, Canna, Arrowroot",null,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tous-les-mois,Tous-les-mois,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/achira-r.jpg?itok=iQMC4kSf,null,FALSE
FALSE,null,null,null,FALSE,FALSE,FALSE,null,null,null,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants-na,Toxic and Non-Toxic Plants,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/toxic-and-non-toxic-plants.jpg?itok=-5-Z8amV,null,FALSE
FALSE, , , ,FALSE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/toxic-and-non-toxic-plants-0,Toxic and Non-Toxic Plants,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Piperaceae, Peperomia prostata," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/trailing-peperomia,Trailing Peperomia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Cactaceae, Opuntia species," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-cactus,Tree Cactus,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Gesneriaciae, Kohleria lindeniana," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-gloxinia,Tree Gloxinia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Philodendron selloum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.",null, Calcium oxalate crystals,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-philodendron,Tree Philodendron,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tree-philodendron-r.jpg?itok=sZFTtbkO," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Solanaceae, Nicotiana glauca, ,FALSE,TRUE,TRUE," Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible."," Nicotania, Tobacco, Mustard Tree", Nicotine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-tobacco,Tree Tobacco,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araceae, Dieffenbachia amoena,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Charming Dieffenbachia, Giant Dumb Cane, Dumbcane, Exotica, Exotica Perfection, Dieffenbachia"," Insoluble calcium oxalates, proteolytic enzyme",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tropic-snow,Tropic Snow,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tropic-dumb-cane-r.jpg?itok=uiy_dd6r," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Selaginellaceae, Selaginella kraussiana," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Cushion Moss, Irish Moss, Krauss' Spikemoss, Spreading Club Moss, Trailing Irish Moss",null,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tropical-moss,Tropical Moss,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/club-moss-r_0.jpg?itok=HaTz5PK4,null,FALSE
FALSE, Aloaceae, Aloe barbadensis, ,FALSE,FALSE,TRUE," Vomiting, change in urine color (red)"," Medicine Plant, Aloe, Barbados Aloe"," Anthraquinones, anthracene, glycosides (aloin)",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/true-aloe,True Aloe,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Cucurbitaceae, Cucumis melo," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , cantaloupe, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/true-cantaloupe,True Cantaloupe,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Zantedeschia aethiopica, ,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Calla Lily, Pig Lily, White Arum, Arum Lily, Florist's Calla, Garden Calla, Arum Lily", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/trumpet-lily,Trumpet Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Liliaceae, Smilax glabra," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Cat Brier, China Root, Ti-hu-ling, Shiny Leaf Smilax", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tu-fu-ling,Tu Fu-Ling,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Liliaceae, Tulipa species,null,FALSE,TRUE,TRUE," Vomiting, depression, diarrhea, hypersalivation. Highest concentration of toxin in bulb.",null, Tulipalin A and B,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tulip,Tulip,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tulip-r.jpg?itok=Kyjv8T-3," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, , Liriodendron tulipifera," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , tulip tree, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tulip-poplar,Tulip Poplar,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Cucurbitaceae, Cucurbita maxima cv turbaniformis," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , , ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/turban-squash,Turban Squash,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, , NONE LISTED," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , lilyturf, ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/turf-lily,Turf Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Berberidaceae, Podophyllum peltatum,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers."," Indian Apple Root, American Mandrake, Wild Lemon, Hog Apple, Duck's Foot, Raccoonberry, American Mandrake", Podophyllin,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/umbrella-leaf,Umbrella Leaf,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/americanmandrake.jpg?itok=-Bvmbwve," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Polygonaceae, Eriogonium umbellatum," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Sulfur Flower, Wild Buckweat", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/umbrella-plant,Umbrella Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/umbrella-plant-r.jpg?itok=bk35KMz0,null,FALSE
FALSE, Araliaceae, Brassaia actinophylla,null,FALSE,FALSE,TRUE," While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."," Schefflera, Australian Ivy Palm, Octopus Tree, Starleaf"," Terpenoids, saponins, insoluble oxalates",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/umbrella-tree,Umbrella Tree,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/australian-ivy-palm-r.jpg?itok=3sh4iprI," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Crassulaceae, Echeveria elegans," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Hens and Chickens, Mother Hens and Chicks, Chickens and Hens",null,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/urbinia-agavoides,Urbinia Agavoides,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chickens-and-hens-r.jpg?itok=j9dHhkri,null,FALSE
TRUE, Gesneraceae, Santpaulia confusa," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Kenya Violet, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/usambara-violet,Usambara Violet,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Dieffenbachia picta, ,FALSE,FALSE,TRUE," Oral irritation, intense burning and irriation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing", , Calcium oxalate crystals,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/variable-dieffenbachia,Variable Dieffenbachia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Commelinaceae, Tradescantia flumeninsis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , speedy henry, ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/variegated-laurel,Variegated Laurel,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae," Scindapsus, Philodendron spp", ,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.", , Calcium oxalate crystals,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/variegated-philodendron,Variegated Philodendron,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Commelinaceae, Tradescantia flumeninsis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," speedy henry, wandering jew", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/variegated-wandering-jew,Variegated Wandering Jew,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, , Echeveria sp.," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/variegated-wax-plant,Variegated Wax Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Asteraceae, Gynura aurantica," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, Non-toxic," Velvet Plant, Royal Velvet Plant, Purple Velvet Plant, Purple Passion Vine", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/velvet-plant,Velvet Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Droseraceae, Dionaea muscipula," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/venus-fly-trap,Venus Fly Trap,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Dryopteridaceae, Nephrolepis biserrata," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Bold Sword Fern, Nephrolepis Biserrata, Verona Lace Fern", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/verona-fern,Verona Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Dryopteridaceae, Nephrolepis biserrata," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Bold Sword Fern, Nephrolepis Biserrata, Verona Fern", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/verona-lace-fern,Verona Lace Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Apocynaceae, Vinca rosea,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, low blood pressure, depression, tremors, seizures, coma, death."," Periwinkle, Running Myrtle", Vinca Alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/vinca,Vinca,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/vinca-r.jpg?itok=NYvaa553," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
