name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
Sweet Pea,Lathyrus latifolius,"Perennial Pea, Everlasting Pea",Fabaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweet-pea-r.jpg?itok=UIrxOmuQ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-pea,FALSE,FALSE,FALSE,"Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."
Sweet Potato Vine,Ipomoea batatas,Sweet potato,Convolvulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-potato-vine,FALSE,FALSE,FALSE,"Diarrhea, hallucinations: Mold damaged plants can cause respiratory distress in livestock"
Sweet William,Dianthus caryophyllus,"Carnation, Wild Carnation, Pinks",Caryophyllaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wild-carnation-r.jpg?itok=3xZNVuox,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-william,FALSE,FALSE,FALSE,"Mild gastrointestinal signs, mild dermatitis"
Sweetheart Hoya,Hoya kerrii,"wax hearts, valentine hoya",Asclepiadaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweetheart-hoya,TRUE,TRUE,FALSE,null
Sweetheart Ivy,Hedera helix,"English Ivy, Glacier Ivy, Needlepoint Ivy, Branching Ivy, California Ivy",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweetheart-ivy-r.jpg?itok=Uzf7Tb9t,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweetheart-ivy,FALSE,FALSE,FALSE,"Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"
Swiss Cheese Plant,Monstera deliciosa,"Cutleaf Philodendron, Hurricane Plant, Ceriman, Mexican Breadfruit",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ceriman-cutleaf-philodendron-r.jpg?itok=qYgFKKCu,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swiss-cheese-plant,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Sword Fern,Nephrolepis biserrata,"Bold Sword Fern, Roosevelt Fern",Dryopteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sword-fern,TRUE,TRUE,TRUE,null
Tahitian Bridal Veil,tradescantia multiflora,Gibasis Geniculata,Commelinaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/gibasis-geniculata-r.jpg?itok=H_GTOgcP,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tahitian-bridal-veil,TRUE,TRUE,FALSE,null
Tail Flower,Anthurium scherzeranum,"Flamingo Plant, Flamingo Lily, Oilcloth Flower, Pigtail Plant, Painter's Pallet",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=coewkiON,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tail-flower,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Tailed Orchid,Masdevallia,,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tailed-orchid,TRUE,TRUE,FALSE,null
Tall Feather Fern,Nephrolepis biserrata,"Bold Sword Fern, Sword Fern, Roosevelt Fern",Dryopteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tall-feather-fern,TRUE,TRUE,TRUE,null
Tall Mahonia,Mahonia aquifolium,"Oregon Grape, Oregon Grape Holly, Mahonia Aguifolium, Holly-Leaved Berry, Mahonia",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tall-mahonia,TRUE,TRUE,TRUE,null
Tangerine Impatience,Impatiens spp.,"Giant Touch-Me-Not, Buzzy Lizzy, Patient Lucy, Patient Plant, Tangerine Impatience, Impatience Plant, Lady Slipper",Balsaminaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tangerine-impatience,TRUE,TRUE,FALSE,null
Taro,Caladium hortulanum,"Caladium, Elephant Ears, Pai, Ape, Cape, Via, Via sori, Malanga",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/malanga-r.jpg?itok=uF2N-jdd,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
Taro,Colocasia esculenta,"Caladium, Elephant's Ears, Malanga",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/elephant-ears-r.jpg?itok=Pi8zHwaI,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro-0,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Taro Vine,Epipremnum aureum,"Golden Pothos, Devil's Ivy, Devil's Vine, Ivy Arum",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/devils-ivy-1-r.jpg?itok=PfK285jN,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro-vine,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Teasel Gourd,Cucumis dipsaceus,Hedgehog Gourd,Cucurbitaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/teasel-gourd,TRUE,TRUE,TRUE,null
test-search,,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/test-search,FALSE,FALSE,FALSE,null
Texas Sage,Salvia coccinea,Scarlet Sage,Labiatae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/texas-sage,TRUE,TRUE,TRUE,null
Texas Umbrella Tree,Melia azedarach,"China Ball Tree, Paradise Tree, Persian Lilac, White Cedar, Japanese Bead Tree, Bead Tree, Pride-of-India, Chinaberry Tree",Meliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=dQ4xzmpz,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/texas-umbrella-tree,FALSE,FALSE,FALSE,"Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."
Thea Japonica,Thea japonica,"Common Camellia, Peony Camellia",Theaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thea-japonica,TRUE,TRUE,TRUE,null
Thimble Cactus,Mammillaria fragilis,,Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thimble-cactus,TRUE,TRUE,FALSE,null
Thorn Apple,Crataegus douglasii,"Weisdornbluten, Blackthorn, Black Hawthorn, Thorn Plum, Pirliteiro, Red Hawthorn, May Bush, Oxyacantha, Haw Apple, Black Haw, Aubepine",Rosaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thorn-apple,TRUE,TRUE,TRUE,null
Ti hu-ling,Smilax glabra,"China Root, Ti-hu-ling, Shiny Leaf Smilax, Cat Brier, Kuang-yen-pa-hsieh",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ti-hu-ling,TRUE,TRUE,TRUE,null
Ti-Plant,Cordyline terminalis,"Baby Doll Ti Plant, Hawaiian Ti Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/baby-doll-ti-plant-r.jpg?itok=Il2S0xKa,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ti-plant,FALSE,FALSE,FALSE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"
Tickseed,Coreopsis californica,coreopsis,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tickseed,TRUE,TRUE,TRUE,null
Tiger Lily,Lilium tigrinum,null,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tiger-lily-r.jpg?itok=0nICrI_W,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tiger-lily,FALSE,TRUE,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
Tiger Orchid,Haemaria discolor,"Golden Lace Orchid, Jewel Orchid",Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/golden-lace-orchid-r.jpg?itok=qNFGmxYH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tiger-orchid,TRUE,TRUE,FALSE,null
Toad Spotted Cactus,Stapelia variegata,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/toad-spotted-cactus,TRUE,TRUE,FALSE,null
Tobacco,Nicotiana glauca,"Tree Tobacco, Nicotiana, Mustard Tree",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tobacco-plant-1-r.jpg?itok=kemdJWK8,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tobacco,FALSE,FALSE,FALSE,"Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible."
Tomato Plant,Lycopersicon spp,null,Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tomato-plant-r.jpg?itok=O49KxR61,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tomato-plant,FALSE,FALSE,FALSE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
Torch Lily,Kniphofia,"red hot poker, poker plant",Asphodelaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/torch-lily,TRUE,TRUE,FALSE,null
Tous-les-mois,Canna edulis,"Achira, Canna, Arrowroot",Cannaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/achira-r.jpg?itok=iQMC4kSf,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tous-les-mois,TRUE,TRUE,TRUE,null
Toxic and Non-Toxic Plants,null,null,null,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/toxic-and-non-toxic-plants.jpg?itok=-5-Z8amV,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants-na,FALSE,FALSE,FALSE,null
Toxic and Non-Toxic Plants,,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/toxic-and-non-toxic-plants-0,FALSE,FALSE,FALSE,null
Trailing Peperomia,Peperomia prostata,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/trailing-peperomia,TRUE,TRUE,FALSE,null
Tree Cactus,Opuntia species,,Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-cactus,TRUE,TRUE,FALSE,null
Tree Gloxinia,Kohleria lindeniana,,Gesneriaciae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-gloxinia,TRUE,TRUE,FALSE,null
Tree Philodendron,Philodendron selloum,null,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tree-philodendron-r.jpg?itok=sZFTtbkO,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-philodendron,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
Tree Tobacco,Nicotiana glauca,"Nicotania, Tobacco, Mustard Tree",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tree-tobacco,FALSE,FALSE,FALSE,"Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible."
Tropic Snow,Dieffenbachia amoena,"Charming Dieffenbachia, Giant Dumb Cane, Dumbcane, Exotica, Exotica Perfection, Dieffenbachia",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tropic-dumb-cane-r.jpg?itok=uiy_dd6r,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tropic-snow,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Tropical Moss,Selaginella kraussiana,"Cushion Moss, Irish Moss, Krauss' Spikemoss, Spreading Club Moss, Trailing Irish Moss",Selaginellaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/club-moss-r_0.jpg?itok=HaTz5PK4,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tropical-moss,TRUE,TRUE,TRUE,null
True Aloe,Aloe barbadensis,"Medicine Plant, Aloe, Barbados Aloe",Aloaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/true-aloe,FALSE,FALSE,FALSE,"Vomiting, change in urine color (red)"
True Cantaloupe,Cucumis melo,cantaloupe,Cucurbitaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/true-cantaloupe,TRUE,TRUE,TRUE,null
Trumpet Lily,Zantedeschia aethiopica,"Calla Lily, Pig Lily, White Arum, Arum Lily, Florist's Calla, Garden Calla, Arum Lily",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/trumpet-lily,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
